연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
187,주말,4,409,당고개,승차,94,113,151,216,224,225,285,283,315,335,354,338,298,201,151,165,89,51,10,
188,주말,4,409,당고개,하차,1,123,101,131,177,225,206,245,263,208,278,277,296,305,248,219,302,152,100,
189,주말,4,410,상계,승차,157,203,263,296,393,364,331,341,429,421,431,417,384,304,183,197,195,96,30,
190,주말,4,410,상계,하차,7,164,114,188,194,226,272,325,302,311,357,393,412,414,309,326,418,259,121,
191,주말,4,411,노원,승차,131,165,184,189,246,240,264,329,339,388,458,427,428,369,299,397,480,136,19,
192,주말,4,411,노원,하차,13,111,109,193,242,251,273,368,409,454,523,590,622,566,354,296,384,220,132,
193,주말,4,412,창동,승차,224,200,219,327,401,382,488,495,564,592,584,589,578,426,328,349,272,114,46,
194,주말,4,412,창동,하차,51,162,186,294,329,331,391,484,529,631,664,732,620,664,436,421,546,312,158,
195,주말,4,413,쌍문,승차,221,328,417,485,530,574,529,595,584,599,538,562,510,376,276,237,244,99,57,
196,주말,4,413,쌍문,하차,25,137,170,197,272,237,297,384,344,516,536,602,641,722,526,503,678,445,194,
197,주말,4,414,수유(강북구청),승차,226,380,455,578,683,633,646,684,784,772,776,807,731,587,458,524,538,244,90,
198,주말,4,414,수유(강북구청),하차,55,154,218,324,323,338,468,536,652,671,767,948,899,952,737,618,908,500,251,
199,주말,4,415,미아(서울사이버대학),승차,107,166,179,245,308,251,320,346,319,331,324,374,302,220,168,144,118,64,25,
200,주말,4,415,미아(서울사이버대학),하차,27,82,104,138,179,152,200,228,287,295,311,302,326,364,254,278,344,185,86,
201,주말,4,416,미아사거리,승차,140,276,302,413,451,479,512,543,629,635,681,617,570,441,333,352,318,109,61,
202,주말,4,416,미아사거리,하차,29,122,160,231,264,272,376,436,508,512,660,648,671,638,510,410,599,293,141,
203,주말,4,417,길음,승차,113,149,176,265,256,307,308,317,398,336,385,367,318,254,166,146,155,74,26,
204,주말,4,417,길음,하차,28,85,102,154,171,178,190,262,279,283,265,341,400,332,315,309,399,208,96,
205,주말,4,418,성신여대입구(돈암),승차,53,154,162,188,258,289,327,404,425,436,460,465,538,378,322,421,444,188,57,
206,주말,4,418,성신여대입구(돈암),하차,18,78,115,174,262,226,262,364,384,453,434,527,545,521,319,297,360,227,117,
207,주말,4,419,한성대입구(삼선교),승차,79,98,113,133,182,176,238,232,255,268,318,335,323,188,155,175,147,76,26,
208,주말,4,419,한성대입구(삼선교),하차,22,100,91,119,177,153,166,239,244,238,249,243,252,251,217,170,244,134,91,
209,주말,4,420,혜화,승차,44,113,155,226,197,210,238,275,298,399,602,727,723,596,545,752,714,245,95,
210,주말,4,420,혜화,하차,31,261,217,247,322,335,315,518,732,740,565,648,693,512,284,194,317,165,90,
211,주말,4,421,동대문,승차,20,24,52,64,48,63,84,181,150,210,232,275,234,212,177,308,208,45,15,
212,주말,4,421,동대문,하차,18,80,101,99,205,241,297,198,240,234,237,172,159,84,55,41,52,19,21,
213,주말,4,422,동대문역사문화공원(DDP),승차,17,49,65,94,108,85,154,195,202,239,278,345,377,352,253,275,228,143,51,
214,주말,4,422,동대문역사문화공원(DDP),하차,19,106,141,183,144,184,199,195,259,310,244,249,255,158,104,92,85,50,33,
215,주말,4,423,충무로,승차,52,69,70,122,139,99,179,234,230,246,314,367,363,327,267,278,247,113,33,
216,주말,4,423,충무로,하차,20,94,144,269,245,227,205,289,304,305,281,260,258,145,107,90,119,74,54,
217,주말,4,424,명동,승차,15,45,39,84,83,96,154,294,285,307,377,424,459,449,360,407,313,85,18,
